# Last updated: February 2026
sha1,name,cover,system
686AFBD7130FE8487D9126E690BF53800AE953BA,TechnoClash,0/9/1/56091_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
686AFBD7130FE8487D9126E690BF53800AE953BA,TechnoClash,0/9/0/56090_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
739421DD98D8073030D43CF8F50E411ACB82F7D6,Technocop,2/2/7/48227_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
67E9261097E1ED9C8D7D11FD45A7C7E04AC1145F,Tecmo Cup,,d2775fd9-7e96-4137-90bc-76a5e3e153ea
F2ECC7B32CEF29F22EB4A21A22BE122BD4BAD212,Tecmo Super Baseball,3/9/0/51390_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
529B8E86B97C326592540F5E427198A205C127D0,Tecmo Super Bowl,2/3/6/48236_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
8D34FFAC312CAEAC853876415C74AB6FE63D8DC2,Tecmo Super Bowl,2/3/6/48236_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
477880E7976AC0F7203FDDABBA4A6E8799AA604D,Tecmo Super Bowl,2/3/5/48235_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
CB9E8CC1651B719054F05E1E1A9E0FBBC3876EBD,Tecmo Super Bowl II: Special Edition,2/3/1/48231_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
5FADB2A0E780EC868671B0E888FAD5D7C203F59F,Tecmo Super Bowl II: Special Edition,2/3/2/48232_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
D5D1609CDF72D98F5E5DAA47A9585AE7CA87A410,Tecmo Super Bowl III: Final Edition,2/3/9/48239_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
4D4FD22D2FAFD7E56790029BE9B02E61995DF11C,Tecmo Super Hockey,0/5/9/56059_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
AC7AA724D6464FBD8E3144A49F3821FF6E42F67A,Tecmo Super NBA Basketball,3/9/7/51397_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
07F160E6EB7E358F54E4FDABFC95BB5525C57FC9,Tecmo Super NBA Basketball,3/9/6/51396_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
53E47C40AC550C334147482610B3465FE9F6A535,Tecmo World Cup,3/3/2/31332_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
EBAB8F8B4F25AAE44900D266C674621DB2A831D9,Tecmo World Cup '92,3/3/1/31331_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
DC858342BE31AB9491ACFAEBF1524ECE2C6EF9A3,Teddy Boy Blues,,d2775fd9-7e96-4137-90bc-76a5e3e153ea
ED6C32CAE0813CBCF590FAD715FA045FBEAB6D78,Teenage Mutant Hero Turtles: The Hyperstone Heist,6/3/9/21639_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
6A6C4AE9D944AD1D459D46AE40D3AF09E60B5D7D,Teenage Mutant Hero Turtles: Tournament Fighters,2/4/4/48244_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
F64556BE092A13DE8EAACC78DD630AC9D7BB75EE,Teenage Mutant Ninja Turtles: Return of the Shredder,6/3/7/21637_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
F440DFA689F65E782A150C1686AB90D7E5CC6355,Teenage Mutant Ninja Turtles: The Hyperstone Heist,6/3/8/21638_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
5BE86D03ABDB49B824104E9BBF0AC80023E4908C,Teenage Mutant Ninja Turtles: Tournament Fighters,2/4/2/48242_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
1A27BE1E7F8F47EB539B874EAA48586FE2DAB9C0,Teenage Mutant Ninja Turtles: Tournament Fighters,2/4/3/48243_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
ADC4C03636DBD8CA5449A8A66C6A7B7EF281893A,Teitoku no Ketsudan,8/6/4/47864_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
8EDAEC4944C4B9D876601EE5F8921247A5FFE057,Tel-Tel Mahjong,9/2/3/41923_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
2924ED0B4266EDDDBB981F97ACB93BBDF90494E6,Tel-Tel Stadium,0/2/0/42020_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
917C0F72E21C98EE2EE367C4D42C992C886A3AA2,Telebradesco Residencia,,d2775fd9-7e96-4137-90bc-76a5e3e153ea
C8EE275F2E30AAF6AD713C6CD915A4EDE65328E0,The Terminator,2/5/2/48252_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
2A1894E7F40B9001961F7BF1C70672351AA525F9,The Terminator,2/5/1/48251_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
CB70E5DE149521F20723413CD11C5E661EC63C3E,Test Drive II: The Duel,9/5/3/32953_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
CB70E5DE149521F20723413CD11C5E661EC63C3E,Test Drive II: The Duel,9/5/2/32952_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
2F2B559C5855E34500E43FB5CC8AFF04DD72EB56,Tetris,7/8/0/89780_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
03C6504B5D797F10C7C361735D801902E4B00981,Theme Park,6/4/2/21642_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
03C6504B5D797F10C7C361735D801902E4B00981,Theme Park,6/4/1/21641_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
E714E9FAA9C1687A2DFCB0ADA22A75C7A4EE01A6,Thomas the Tank Engine & Friends,9/8/0/32980_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
B81E7EBC4CEB6C1AE2975D27E0A78BA1E8546B5F,Thunder Force II,2/6/1/48261_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
B81E7EBC4CEB6C1AE2975D27E0A78BA1E8546B5F,Thunder Force II,2/6/0/48260_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
44B173B74225E5B562CDF3982926A051F05ED98E,Thunder Force II MD,2/5/9/48259_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
9EADEE76EB0509D5A0F16372FC9EAC7A883E5F2D,Thunder Force III,2/6/2/48262_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
9EADEE76EB0509D5A0F16372FC9EAC7A883E5F2D,Thunder Force III,2/6/3/48263_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
44BE21DEAD3B55F21762A7C5CF640EEC0A1769D9,Thunder Force IV,7/1/7/47717_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
ECBC2BFC4F3D8BBD46B398274ED2F5CC3DB68454,Thunder Force IV,7/1/9/47719_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
C1699CCABB89C2877DD616471E80D175434BFFE3,Thunder Fox,8/5/8/44858_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
4E6DC58327BDBB5D0D885B3CECF89FE139B32532,Thunder Fox,8/5/7/44857_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
7F41AFBF62D83424067F872A5DFE2C0F0EC40052,Thunder Pro Wrestling Retsuden,3/3/3/31333_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
E0FE77F1D512A753938CE4C5C7C0BADB5EDFC407,The Tick,2/6/4/48264_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
C9358FB57314BE5792AF5E97748F7B886A7194D2,Time Dominator 1st,,d2775fd9-7e96-4137-90bc-76a5e3e153ea
C9358FB57314BE5792AF5E97748F7B886A7194D2,Time Dominator 1st,,d2775fd9-7e96-4137-90bc-76a5e3e153ea
5BC883EDD092602AAC162B42462442E462D3C881,Time Killers,2/6/7/48267_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
91B2DD5463261CA240C4977F58D9C8FD7E770624,Time Killers,2/6/6/48266_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
D7EB65F67EBB89A85C25A3ACCF06368554A13834,Time Trax,4/1/5/51415_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
E5ACF758E76C95017A6AD50AB0F6AE2DB5C9E8BC,TinHead,2/7/2/48272_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
54FB11F601BE37418B5BBA3E0762D8B87068177A,Tintin au Tibet,,d2775fd9-7e96-4137-90bc-76a5e3e153ea
365D190088D78813F65610FF2B5B50C0E4060E24,Tiny Toon Adventures,,d2775fd9-7e96-4137-90bc-76a5e3e153ea
2672018D9E005A9A3B5006FA8F61E08F2D1909AA,Tiny Toon Adventures: Acme All-Stars,2/6/9/48269_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
D64736A69FCA430FC6A84A60335ADD0C765FEB71,Tiny Toon Adventures: Acme All-Stars,,d2775fd9-7e96-4137-90bc-76a5e3e153ea
D64736A69FCA430FC6A84A60335ADD0C765FEB71,Tiny Toon Adventures: Acme All-Stars,2/6/8/48268_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
D8D159C7C5A365242F989CC3AAD2352FB27E3AF3,Tiny Toon Adventures: Buster's Hidden Treasure,2/7/9/48279_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
9E63B150CC2EC0EF141E68FFDA862AA8DB604441,Tiny Toon Adventures: Buster's Hidden Treasure,2/8/0/48280_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
F76ACB6D5DA07377685D42DAF1CE4CA53BE5D6B9,TNN Bass Tournament of Champions,2/7/6/48276_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
0CA72F28E88675066C466246977143599240B09F,TNN Outdoors Bass Tournament '96,2/7/4/48274_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
E558E39E3E556D20C789BF2823AF64E1A5C78784,Todd's Adventures in Slime World,1/0/1/48101_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
85E8D0A4FAC591B25B77C35680AC4175976F251B,ToeJam & Earl,6/6/9/21669_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
85E8D0A4FAC591B25B77C35680AC4175976F251B,ToeJam & Earl,6/6/4/21664_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
85E8D0A4FAC591B25B77C35680AC4175976F251B,ToeJam & Earl,6/6/5/21665_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
7F82D8B57FFF88BDCA5D8AFF85B01E231DC1239A,ToeJam & Earl,6/6/9/21669_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
7F82D8B57FFF88BDCA5D8AFF85B01E231DC1239A,ToeJam & Earl,6/6/4/21664_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
7F82D8B57FFF88BDCA5D8AFF85B01E231DC1239A,ToeJam & Earl,6/6/5/21665_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
9D4E4B358147AB913C3FCFF2811558EAC7B8B466,ToeJam & Earl in Panic auf Funkotron,,d2775fd9-7e96-4137-90bc-76a5e3e153ea
0EA0DA09183EB01D030515BEEB40C1427C6E1F07,ToeJam & Earl in Panic on Funkotron,2/8/3/48283_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
AC05701D86BA8957ADB8FE0B67D8B4BB51328D98,ToeJam & Earl in Panic on Funkotron,2/8/6/48286_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
141AF8FD1E5B4BA5118A384771B0D75F40AF312F,ToeJam & Earl in Panic on Funkotron,,d2775fd9-7e96-4137-90bc-76a5e3e153ea
A785C642BDCCE284E6A607BB68E3993A176F4361,Tom and Jerry: Frantic Antics,2/8/2/48282_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
09DD23AB18DCAF4E21754992A898504188BD76F2,Tom and Jerry: Frantic Antics,2/8/2/48282_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
D006EFBF1D811E018271745925FE00CA6D93F24F,Tom Mason's Dinosaurs for Hire,,d2775fd9-7e96-4137-90bc-76a5e3e153ea
DDE1B2465F54F4F6F485C1BA063FF47C5D1BAF27,Tommy Lasorda Baseball,2/9/7/48297_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
0E3F7EBF8661CAC9BD7A0C5AF64F260E7B5F0A0B,Tony La Russa Baseball,,d2775fd9-7e96-4137-90bc-76a5e3e153ea
0E3F7EBF8661CAC9BD7A0C5AF64F260E7B5F0A0B,Tony La Russa Baseball,3/0/0/48300_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
E548E2ED4F69C32DD601A2B90BCF4EEB34D36C49,Top Gear 2,3/0/2/48302_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
1663289933B37526E4E07A6EE7FCD5E6CC2B489A,Top Pro Golf,3/3/5/31335_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
95A8918C98420FDFD59A4CB0BE8FD5EC69D3593E,Top Pro Golf 2,3/4/4/31344_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
271B13E1C0697D17AD702E97297ED1EA09DDB53B,Total Football,7/8/1/89781_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
C7C533B25A50B9C1CCD4C9772BF50957F728C074,Toughman Contest,4/2/4/55424_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
C7C533B25A50B9C1CCD4C9772BF50957F728C074,Toughman Contest,4/2/3/55423_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
92BFB3548EBFF18EEDEBE07751BF2170F95780D7,Tougiou King Colossus,2/7/2/31272_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
FD83F309B6D4261F0C98BA97A8627CFB5212093B,Toxic Crusaders,8/8/2/46882_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
49BE571CD943FD594949C318A0BDBE6263FDD512,Toy Story,3/8/9/8389_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
6E7BB9B191389973922A5AB9978205BB9D2664CC,Toy Story,3/9/0/8390_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
DEBC3A571C2C08A731758113550C040DFCDA4782,Toys,3/1/3/48313_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
D0DC2ACDC17A1E1DA25828F7D07D4BA9E3C9BD78,Trampoline Terror!,3/1/2/48312_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
FF0EFE6DA308919F843A7593E8AF7FAE82160B0B,Traysia,3/1/1/48311_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
007BEE242384DB1887C5831657470584FF77A163,Triple Play: Gold Edition,3/1/9/48319_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
C0981B524D5E1C5368F9E74A4CE9C57D87FE323A,Triple Play 96,3/1/6/48316_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
3FC9FFA49ECE5E9CBBA1F2A5BA1DFD068B86C65D,Trouble Shooter,3/2/4/48324_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
820EFB4A4D3D29036911D9077BB6C0A4CE7F36D4,Troy Aikman NFL Football,3/2/0/48320_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
D39174BED46EDE85531B86DF7BA49123CE2F8411,True Lies,9/0/0/46900_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
D39174BED46EDE85531B86DF7BA49123CE2F8411,True Lies,8/9/9/46899_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
D39174BED46EDE85531B86DF7BA49123CE2F8411,True Lies,9/0/1/46901_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
534BF8F951EE30D47DF18202246245B998C0ECED,Tun Shi Tian Di III,,d2775fd9-7e96-4137-90bc-76a5e3e153ea
7040E96C053F29C75CF0524DDB168A83D0FB526F,Tun Shi Tian Di III,,d2775fd9-7e96-4137-90bc-76a5e3e153ea
3E4B9881DDE758EF7BB090B39D3556D9BC0D9F1E,Turbo OutRun,3/9/4/23394_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
3E4B9881DDE758EF7BB090B39D3556D9BC0D9F1E,Turbo OutRun,3/9/3/23393_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
80FC2A6A6B8B943F781598094F3B5A5FE4F05EDE,Turma da Monica na Terra dos Monstros,9/9/9/19999_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
5A471A276909DCC428CD66C51047AA8A142C76A8,Turrican,2/5/4/33254_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
5A471A276909DCC428CD66C51047AA8A142C76A8,Turrican,2/5/3/33253_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
C386C617703A3F5278D24B310C6BC15E3E180BDF,Twin Cobra: Desert Attack Helicopter,,d2775fd9-7e96-4137-90bc-76a5e3e153ea
5377E96B4CB14038675C41D165F1D92AE067CD9B,Twinkle Tale,3/2/0/28320_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
A6EAC3E1B9DF9D138FCEECCBE34113015D3A676F,Twisted Flipper,,d2775fd9-7e96-4137-90bc-76a5e3e153ea
BABF6EC6DAC62E7563C4FE9CB278179DC4343EA4,Two Crude Dudes,3/3/0/48330_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
E8C2FAA0DE6D370A889426B38538E75C264C4456,Two Crude Dudes,3/2/9/48329_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
556A79FEBFF1FE4BEB41E4E8A2629FF02B20C38F,Two Tribes: Populous II,0/8/6/81086_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
99AE974FCCEBFBF6F5A4738E953AD55181144A99,Tyrants: Fight through Time,3/3/2/48332_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
4E1D77CC1BF081E42ABFD1C489FBD0073F0236AF,Uchuu Senkan Gomora,0/9/6/28096_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
044BFDB3761DF7C4D54A25898353FABCD3F604A3,Ultimate Mortal Kombat 3,6/4/0/11640_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
BF2DA4A7AE7AA428B0B316581F65B280DC3BA356,Ultimate Mortal Kombat 3,6/3/9/11639_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
400EDF467E20F8F43B7F7C8F18F5F46ED54EAC86,Ultimate QIX,3/4/6/48346_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
892747034876A7F587BBF0E3F21C9F35237BB1EA,Ultimate Soccer,6/9/1/74691_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
91781D0561F84DE0D304221BBC26F4035F62010F,Ultimate Soccer,6/9/1/74691_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
7AF1B66555C636664A73CA2091EF92AC800DC5D8,Ultraman,6/9/8/37698_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
A76CF7DD06784CBA15FA0C3BE0AE92CBA71CCADE,Uncharted Waters,3/3/5/48335_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
CB9F248BFD19B16ED8A11639A73A6E90FA7EE79E,Undead Line,2/2/2/43222_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
9AC1416641BA0E6632369FFE69599B08FC3C225F,Universal Soldier,9/1/9/46919_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
9AC1416641BA0E6632369FFE69599B08FC3C225F,Universal Soldier,9/1/8/46918_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
7E100CB56C30498C1FEE3867FF3612567287B656,Unnecessary Roughness '95,3/4/8/48348_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
897A8F6A08D6D7D6E5316F8047532B3E4603E705,Urban Strike,9/2/4/46924_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
897A8F6A08D6D7D6E5316F8047532B3E4603E705,Urban Strike,9/2/3/46923_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
1D59864916BE04640A117082C62453C09BCBF8B8,Uzu Keobukseon,3/7/2/290372_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
CA344521CB5015D142BDBCE0EB44CEA050B8E86B,V-V,5/4/2/47542_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
FED29E779AA0D75645A59608F9F3A13F39D43888,Valis,6/8/0/21680_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
640C3D4F341C8A9B19E5DEAFAE33E7742F109E2D,Valis III,3/5/2/48352_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
BB051779D6C4C68A8A4571177990F7D190696B4A,Valis III,3/5/3/48353_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
3E709BD27577056ABBBD6735021EAFFD90CAA140,Vampire Killer,3/0/4/21304_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
D8EB087EEDA31F202E6A1A0C4DE891CED162ABC5,Vapor Trail,3/5/1/48351_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
54D611A0519D34C25EF6B9963543ECE4AFC23E19,Vectorman,6/8/1/21681_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
57A64D08028B539DC236A693D383F2E1269A5DD4,Vectorman,6/8/2/21682_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
57A64D08028B539DC236A693D383F2E1269A5DD4,Vectorman,6/8/1/21681_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
C5ADCA10408F055C0431E1FFC01D4FBAB53ADE01,Vectorman 2,6/9/1/21691_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
65DC6261179E51D21C3C5FE0C0353BEFBCC95A2D,Vectorman 2,6/9/1/21691_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
563B45254C168AA0DE0BBA8FADD75A2D1E8E094B,Venom . Spider-Man: Separation Anxiety,1/4/3/48143_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
563B45254C168AA0DE0BBA8FADD75A2D1E8E094B,Venom . Spider-Man: Separation Anxiety,1/4/2/48142_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
697FB165051179A2BBCA77C8CFD0C929E334F8C1,Vermilion,2/1/0/48210_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
420780933E34DA0F9B2A22B6BBB0739E363AAB3A,Verytex,3/4/9/48349_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
F25F770464448DA4E49EAB3832100BA480C9844A,Viewpoint,3/5/6/48356_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
7C7A7812E8D1AB438907233AD03EC0B763A9B556,Viewpoint,3/5/6/48356_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
C283BF31B646489C2341F8325C52FB8B788A3702,Virtua Fighter 2,6/4/5/8645_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
C283BF31B646489C2341F8325C52FB8B788A3702,Virtua Fighter 2,6/4/1/8641_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
DFF095C9C252BF4AF5AAE52B83BC3C9D243176B7,Virtua Fighter 2,,d2775fd9-7e96-4137-90bc-76a5e3e153ea
2C3812F8A010571E51269A33A989598787D27C2D,Virtua Racing,8/5/0/29850_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
0AD38A3AB1CC99EDAC72184F8AE420E13DF5CAC6,Virtua Racing,8/4/9/29849_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
FF969AE53120CC4E7CB1A8A7E47458F2EB8A2165,Virtua Racing,8/4/8/29848_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
5675FDAFB27BB3E23F7D9BF4E74D313E42B26C65,Virtual Bart,0/9/1/48091_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
5675FDAFB27BB3E23F7D9BF4E74D313E42B26C65,Virtual Bart,0/8/9/48089_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
5675FDAFB27BB3E23F7D9BF4E74D313E42B26C65,Virtual Bart,0/9/0/48090_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
CD066BB54E0A4C21821639728893462B0218597E,Virtual Pinball,3/6/3/48363_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
CD066BB54E0A4C21821639728893462B0218597E,Virtual Pinball,3/6/2/48362_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
460037301DF0D67947BD17EDDB38A3011896CB43,Vixen 357,2/9/5/31295_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
7DE808400F64DD0E4F468049FFF7D29212EA0215,Volfied,3/4/5/48345_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
E4C5271EF2034532841FDE323F59D728365D7F6A,VR Troopers,3/5/8/48358_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
E4C5271EF2034532841FDE323F59D728365D7F6A,VR Troopers,3/5/7/48357_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
5F310699E017E0BECB4F41E7F00CB86606DBC0ED,Wacky Races,,d2775fd9-7e96-4137-90bc-76a5e3e153ea
E331C57CE6A176AB9FF1461E9423514756C5558D,Wacky Worlds Creativity Studio,3/6/1/48361_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
4CBE0AD0DBD70FD54432D6AE52D185C39C45260E,Wani Wani World,2/1/7/31217_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
23BD6421F0E3710350E12F9322E75160A699ACE8,Wardner,3/7/3/48373_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
28844399B73628A3507CA38E855D0AFE24C59F4B,Wardner no Mori Special,3/7/2/48372_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
B64F3D0FA74EC93782B4C0441653D72B675E23A7,Warlock,3/6/8/48368_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
B64F3D0FA74EC93782B4C0441653D72B675E23A7,Warlock,3/6/7/48367_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
870CE90AE5A58838C1E0531ABDC0442389189234,Warlock,3/6/7/48367_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
A51564E9CF60FD5DF6A7C00CDBBAA310CFA48D19,WarpSpeed,3/6/4/48364_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
D75EB583E7EC83D6B8308F6DC7CDB31C62B4DBF9,Warrior of Rome,3/7/5/48375_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
FE4E3684212F1E695BDF4A4C41999FAC773259F4,Warrior of Rome II,3/7/7/48377_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
9B13A85F39B3F4CC31F54077DF29BBE812405A08,Warsong,3/8/5/48385_front.jpg,d2775fd9-7e96-4137-90bc-76a5e3e153ea
35E4186654A677A43D16861F9832199C5CB5E0EF,Waterworld,,d2775fd9-7e96-4137-90bc-76a5e3e153ea
